,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
781,JaieMeraki,"Stan CRAVITY 😌✨
                                                                          
Serim whispering  '붕 하고 뛰어 날아오라 우린 JUMPER' is my biggest kink 😌✨",,328,21,6698,23,Crazy race with a lot going on but in the end happy to bring it home in one piece in P12. Lacking a little bit of pace to challenge for anything more but happy with the race we did! 🙌🏻 #SaudiArabianGP #NL6 https://t.co/bmqMBpzkMd,[]
782,AntonVanAssche3,,België,172,5,50,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
783,javier_vinals00,Real Madrid en lo bueno y en lo malo M10--B18. Sainzista y Alonsista.,HALA MADRID,769,142,10328,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
784,CharlieSheepWiz,"Speedway, Youtube and Marvel OBSESSED!! Booper Dooper :) x",Peterborough,972,191,7796,149,"A tricky day for @LandoNorris, but he's looking on the positive side. ☺️

One more to go, Lando. 💪

#SaudiArabianGP 🇸🇦 https://t.co/xMn8hskuZf",['SaudiArabianGP']
785,nicnacgaming57,"Nic |
FC Bayern 🔴⚪❤ |
AR10 🇳🇱
#MusialaSZN",,545,85,9762,227,"For those of you pushing the British media's ""Max left no space"" bs, use your eyes please.
#SaudiArabianGP https://t.co/YJyaDnjhoF",['SaudiArabianGP']
786,WMS_Thomas,"Bored.
🇬🇧🔰",,153,6,535,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
787,unknownC__,,,549,551,55750,766,"LAP 43/50

Hamilton takes the lead from Verstappen!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/JdSyMtOefX","['SaudiArabianGP', 'F1']"
788,camila_gp11,"•✨F1🧡✨•💙GR63💙
                        •🧡 mclaren boys🧡 •limelight✨
•Gryffindor❤️
• Capricorn♑✨",,82,15,1527,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
789,130R_SUZUKA,,,64,0,65,0,#SaudiArabianGP #maFIA #WTF1 #Verstappen The FIA #corruption #Masi https://t.co/IfsrUd3B4D,"['SaudiArabianGP', 'maFIA', 'WTF1', 'Verstappen', 'corruption', 'Masi']"
790,Gracielaroji,"Somos materia estelar, hola hermanas estrellas ! cinéfila , atrapada en los 80s, turista de la vida. ANTIAMLO","San Andrés Cholula, Puebla",1222,1184,14184,324,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
791,JosebaMendez41,"Fan de la música 🎶 |
Estudiante de Marketing ✍️
Amante del Wrestling 🔥💪|
Actualmente escribo artículos sobre Wrestling para @SextoAnillo","Derio, Hinojal ",2228,351,89730,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
792,lenadiego,"De todo un poco y un poco de nada, más de lo mismo",Bs.as.,2400,453,59107,468,"PREMA ARE THE TEAMS' CHAMPIONS! 🏆

Massive congratulations to @PREMA_Team, @OscarPiastri and @ShwartzmanRob 👏

#SaudiArabianGP 🇸🇦 #F2 https://t.co/vhQJjPBDR9",[]
793,1898Bi,,,60,4,182,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
794,BenH_0,|🇲🇱| Jusqu'ici tout va bien,,733,236,17942,41,"Lewis ever since that penalty in Brazil:

#SaudiArabianGP 🇸🇦 #F1 #WTF1 https://t.co/3K1qpKYowz","['SaudiArabianGP', 'F1', 'WTF1']"
795,KeshyFaith,Sinner saved by Grace/ Digital Marketer/ Foodie,Nairobi,1089,1348,17556,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
796,CaliMade_90042,"Jesus,24, La Humildad Prevalece",,448,265,38022,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
797,dutchleader33,"charles leclerc, max verstappen enthusiast. | #CL16 | #MV33 | red bull racing & scuderia ferrari's favorite team of mine. ❤️💙 moto gp & f1 enthusiast.",she/her | 23 | 🇨🇦| ,420,228,11993,207,"🔥 Fiery words from Max Verstappen post-race 💬

#F1 #SaudiArabianGP 🇸🇦 https://t.co/MgqOMoi5Pn","['F1', 'SaudiArabianGP']"
798,camila_gp11,"•✨F1🧡✨•💙GR63💙
                        •🧡 mclaren boys🧡 •limelight✨
•Gryffindor❤️
• Capricorn♑✨",,82,15,1527,23,Crazy race with a lot going on but in the end happy to bring it home in one piece in P12. Lacking a little bit of pace to challenge for anything more but happy with the race we did! 🙌🏻 #SaudiArabianGP #NL6 https://t.co/bmqMBpzkMd,[]
799,Darshini_DD96,"❀ 25 👩🏻‍🎓 ❀ 🇲🇾🇸🇬 ❀ 🏎️🏁 ❀ The way I drive, the way I handle a car, is an expression of my inner feelings. A proud #TeamLH member since 2007. 💜🔥",Singapore,2264,670,3684,488,"I want Lewis to win this world championship now, I felt that Max Verstappen crossed the line tonight.  He’s Gilles Villeneuve excitement, but not Gilles Villeneuve principles #SaudiArabianGP",[]
800,JaieMeraki,"Stan CRAVITY 😌✨
                                                                          
Serim whispering  '붕 하고 뛰어 날아오라 우린 JUMPER' is my biggest kink 😌✨",,328,21,6698,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
801,eric17_h,#f95,"Neuss, Deutschland",1568,158,22040,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
802,everysecondf1,Worldwide UK based editorial picture agency specialising in Formula 1 follow Insta @everysecondf1,United Kingdom,73,6,242,0,"SPARKS FROM MAX IN SAUDI 

During the 2021 @f1 #SaudiArabianGP 
_
📸 Image: @dppiimages via @everysecondmedia
_
#speed #motorsportlife #motorsportphotography #motorsportsf1 #motorcar #motorsport #sportsphotography #F1Photography #FormulaOne @everyseco… https://t.co/gr3jQYB6HE https://t.co/OAgz0yrMbl","['SaudiArabianGP', 'speed', 'motorsportlife', 'motorsportphotography', 'motorsportsf1', 'motorcar', 'motorsport', 'sportsphotography', 'F1Photography', 'FormulaOne']"
803,general_obiwan,Yes,Australia  ,838,198,11285,169,"A very happy, but very tired honey badger. 😁🛌

A well-earned sleep coming, @DanielRicciardo. Great job today! 👏

#SaudiArabianGP 🇸🇦 https://t.co/MFnxUzrLRN",[]
804,JavierZumaya3,,"Puebla, México",1757,316,7503,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
805,HarrisMunieb,,,8,0,3,108,Lewis Hamilton was not holding back on Verstappen's driving style 😬 #SaudiArabianGP https://t.co/9Nv21ieTfP,['SaudiArabianGP']
806,was_ana_,自分をファック,,220,305,28672,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
807,udayakasapu,"CareFree. #IndianFootball admirer. Cinema. Top Gear. F1. Weeb. Electric Vehicles. Music ❤️At times, watch Cricket","Wels, Österreich",4706,2307,43643,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
808,juanlumaestre_,https://t.co/C0SxwyeYrP,"Málaga, España",794,428,16100,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
809,everysecondf1,Worldwide UK based editorial picture agency specialising in Formula 1 follow Insta @everysecondf1,United Kingdom,73,6,242,0,"LEWIS NECK AND NECK WITH MAX IN SAUDI IN SAUDI

During the 2021 @f1 #SaudiArabianGP 
_
📸 Image: @dppiimages via @everysecondmedia
_
#speed #motorsportlife #motorsportphotography #motorsportsf1 #motorcar #motorsport #sportsphotography @lewishamiltonfa… https://t.co/8qEPP5BfVN https://t.co/RpEn1t6e6t","['SaudiArabianGP', 'speed', 'motorsportlife', 'motorsportphotography', 'motorsportsf1', 'motorcar', 'motorsport', 'sportsphotography']"
810,Jamie_Neil7,🍀🍀,,465,447,11962,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
811,everysecondf1,Worldwide UK based editorial picture agency specialising in Formula 1 follow Insta @everysecondf1,United Kingdom,73,6,242,0,"LEWIS NECK AND NECK WITH MAX IN SAUDI IN SAUDI

During the 2021 @f1 #SaudiArabianGP 
_
📸 Image: @dppiimages via @everysecondmedia
_
#speed #motorsportlife #motorsportphotography #motorsportsf1 #motorcar #motorsport #sportsphotography @lewishamiltonfa… https://t.co/qMc1uB6mkp https://t.co/Q9FfAksmkw","['SaudiArabianGP', 'speed', 'motorsportlife', 'motorsportphotography', 'motorsportsf1', 'motorcar', 'motorsport', 'sportsphotography']"
812,131lilly163,"music.f1.f3.
김한빈131 fan HanBIn's cheerleader☀️nature.books.movies.wanderer JJ💚
👑비아이",Italy,533,224,38392,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
813,OursGuimauve,@dynamokiev,France,22,51,826,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
814,clement_slr78,🇫🇷🇪🇸,,104,21,210,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
815,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
816,4gozderIer,,,131,4,1937,324,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
817,motorsport_mine,モタスポ垢,,245,33,12823,207,"🔥 Fiery words from Max Verstappen post-race 💬

#F1 #SaudiArabianGP 🇸🇦 https://t.co/MgqOMoi5Pn","['F1', 'SaudiArabianGP']"
818,jan_t_uk,Wannabe crafter but struggle to get the ideas in my head out through my fingers (｡◕‿◕｡),,528,54,87,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
819,driverstappen,watching f1 is my coping mechanism 🦁// SCCP // RBR // 22yo,LN4 MV33 SV5,295,270,873,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
820,catmanf1,@MissedApexF1 podcaster & @HelmetClubUK founder,"London, UK",154,1407,3733,143,"⚠️Important: LISTEN to Max’s engine revs. Listen to how they drop suddenly almost to zero as he brakes hard and locks the rear wheels. This piece of audio is the smoking gun. 
Waits until Lewis is directly behind and then brakes heavily. #F1 #SaudiArabianGP @MissedApexF1 https://t.co/d2msLVZIZN",[]
821,everysecondf1,Worldwide UK based editorial picture agency specialising in Formula 1 follow Insta @everysecondf1,United Kingdom,73,6,242,0,"LEWIS CELEBRATES ON THE PODIUM

#LewisHamilton after the 2021 @f1 #SaudiArabianGP 
_
📸 Image: @dppiimages via @everysecondmedia
_
#speed #motorsportlife #motorsportphotography #motorsportsf1 #motorcar #motorsport #sportsphotography @lewishamiltonfans… https://t.co/GSr1kPrcgh https://t.co/C1HF1iSF0L","['LewisHamilton', 'SaudiArabianGP', 'speed', 'motorsportlife', 'motorsportphotography', 'motorsportsf1', 'motorcar', 'motorsport', 'sportsphotography']"
822,Alicegerrard157,"NCTJ trainee @newsassociates
Words in @MM_newsonline @TheMancUK @MacclesfieldNub
Spanish & Global studies graduate.","Manchester, England",216,47,22,975,"Christian Horner and Toto Wolff during the Red Flags:

#F1 #WTF1 #SaudiArabianGP 
https://t.co/ktgilboEzJ","['F1', 'WTF1', 'SaudiArabianGP']"
823,RRKCofK,#AyrtonSENNA; #BLM; Cars; Comedy; Driving; Dogs; Equity & Fairness; Food; #F1; Ideas; #Kaizen; #Kimi7; Learning; MMA; Music; Nature; Solutions; #SUBARU & #UFC.,"Rural - Nova Scotia, Canada",2002,2165,60872,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
824,jalapenHyo21,| i have no fucking idea lmao |,"idk, probably France",472,57,17436,290,Max is incapable of racing cleanly. How many times do I have to tweet this? #F1 #SaudiArabianGP,"['F1', 'SaudiArabianGP']"
825,starryfaceee,✧･ﾟ: *✧･ﾟ:* ✯ *:･ﾟ✧*:･ﾟ✧,LH44  LN4  GR63  PG10  CL16,670,129,6828,150,"A tricky day for @LandoNorris, but he's looking on the positive side. ☺️

One more to go, Lando. 💪

#SaudiArabianGP 🇸🇦 https://t.co/xMn8hskuZf",['SaudiArabianGP']
826,BeauCarew,"Him/He, hat wearer, husky, depressed, fearful of crowds
Nerd 🏎racing fan🏍 movie buff & VHS lover📼
Plump is beautiful!💖

(I'm a weirdo, don't be afraid)",Southeastern England,365,20,2273,468,"PREMA ARE THE TEAMS' CHAMPIONS! 🏆

Massive congratulations to @PREMA_Team, @OscarPiastri and @ShwartzmanRob 👏

#SaudiArabianGP 🇸🇦 #F2 https://t.co/vhQJjPBDR9",[]
827,Stev2njpz,"NS Católico.

Muerte a los marxistas.✠
Pena de muerte a los corruptos.✠
Muerte a los partidos.✠

Unión y Trabajo. 🇻🇪✠

3ra Cuenta. 😡",🇧🇷,683,70,2208,324,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
828,EduardoEdloz73,"Me gusta la fotografía y bloguear. Aquí verán enlaces a mis espacios para que vean cuanto pasa por mi cabeza, mi corazón y mis tripas.","Guadalajara, Jalisco",4965,2282,20227,639,"TEAM STANDINGS

Mercedes have a 28-point cushion over Red Bull going into the final round 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/Tz0qatzG3z","['SaudiArabianGP', 'F1']"
829,Racingnews365C,The latest news about Formula 1 as well as other major motorsport events and series can be found on https://t.co/MVty03fdgM - directly from the F1 paddock.,United Kingdom,90,512,5378,0,Marko isn't happy... #F1 #SaudiArabianGP https://t.co/aR1SGNZjVz,"['F1', 'SaudiArabianGP']"
830,sportfan_03,Alle Info's über #F1 und #F1Esports 🇩🇪,,131,96,13740,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
831,Emy_IVCT,28 ans • Éducateur UEFA B (UEFA A en cours) Analyste vidéo (DU) ⚽️ • Licence STAPS Management du sport • @ToursFC_Asso,Tours,513,496,126238,1034,"After 50 intense laps of battling, the emotions come pouring out for @MercedesAMGF1
 
#SaudiArabianGP 🇸🇦 #F1 https://t.co/JMXkWwKPyq","['SaudiArabianGP', 'F1']"
832,FlyChemas,"✈️ La voz de la aviación
📸 Content Creator - @volavico
📻 Radio Host 
🏎️ F1 Fan 
🇨🇴 #aviation

(Opiniones personales)","Bogotá, D.C., Colombia",373,939,15929,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
833,AwoladeMichael,Product of the Most High 🤏 #FCB #LEOMESSI🐐 #BreakingLimits #endsars,,959,337,21132,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
834,atorh95,,Honduras,111,115,9045,3923,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
835,exergetico,De cuantos pueblos fuimos construidos,Colombia,388,155,7723,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
836,ina_abdrahim,A girl with hyperphantasia ♠️1️⃣1️⃣,"Kuala Lumpur, Wilayah Persekut",723,63,34938,324,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
837,nonproMike82,"Supporter of all things Non-League Football, contributor for @NonProFootball Any Non-League squad details please get in touch with me.","South Coast, England",1309,199,489,1,"I'M SUCH A WRECK! WTF JUST HAPPENED?!? 😭🤣😊

GET IN THERE LEWIS!!!!!!!
❤🧡💛💚💙💜🏳️‍🌈🏳️‍⚧️

#SaudiArabianGP #LH44 #TeamLH","['SaudiArabianGP', 'LH44', 'TeamLH']"
838,remcoasterr,"🎢 Theme park enthousiast -
🎃 Halloween scare actor -

Doet dingen in de Nederlandse scare industrie",,189,53,542,46,"A first look at the incident between Max #Verstappen and Lewis #Hamilton on lap 37 of the #SaudiArabianGP 🇸🇦. Both drivers slow significantly relative to the previous lap with Max doing so to allow Lewis by. There is hesitation from both drivers.
#f1 #data #MV33 #LH44 https://t.co/sjhYtMaHf1","['Verstappen', 'Hamilton', 'SaudiArabianGP']"
839,NajZaHan_16,"Lebih banyak bicara soal 
1. Bola
2. Apapun yang menarik
3. Idol",,328,85,21323,0,"#NZH
And a flashback with the magic word misjudgement

#SaudiArabianGP #Motorsport #Racing #F1 https://t.co/yaPajr6q3B https://t.co/hsgcV2vInj","['NZH', 'SaudiArabianGP', 'Motorsport', 'Racing', 'F1']"
840,Manon121202,,𝑃𝑎𝒓𝑖𝒔,132,12,687,169,"A very happy, but very tired honey badger. 😁🛌

A well-earned sleep coming, @DanielRicciardo. Great job today! 👏

#SaudiArabianGP 🇸🇦 https://t.co/MFnxUzrLRN",[]
841,IriartAlejo,Periodista.,,1526,3219,30298,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
842,saudi_g20mbs,everything,   MBS,166,23,384,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
843,EduardoEdloz73,"Me gusta la fotografía y bloguear. Aquí verán enlaces a mis espacios para que vean cuanto pasa por mi cabeza, mi corazón y mis tripas.","Guadalajara, Jalisco",4965,2282,20227,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
844,JAY6th,BLACK ND PROUD 🤴🏽,لاغوس نيجيريا,2225,2340,32567,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
845,__joananeves__,🌻🌻,,43,61,1213,440,"""That has got to be the craziest race I remember!""

Lewis and Bono debrief after the flag in Jeddah 🏁

#SaudiArabianGP 🇸🇦 #F1 https://t.co/XgpZ1KBKB2","['SaudiArabianGP', 'F1']"
846,JuditAmigo,La cucaracha,,213,139,3008,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
847,WMS_Thomas,"Bored.
🇬🇧🔰",,153,6,535,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
848,Feu_bender,nothing to say here,Anywhere 🤷🏾‍♂️,1833,3718,323131,192,"Second place means the title fight goes on to the final race of the season for Max 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/JTMYZOU1TD","['SaudiArabianGP', 'F1']"
849,Abdul_Kahar334,19 | Formula 1 & Football | @astonmartinf1 💚 #WeRaceAsOne 🇬🇧 🇧🇩,"London, England",797,118,8403,0,"I don’t know how long it’s gonna take me to recover from this race. One more to go, WINNER TAKES ALL!🍿 #SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
850,Piikz_,On est là !,,606,66,4558,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
851,_Gd26,#LAW #KAU ..,"جدة, المملكة العربية السعودية",527,998,41035,613,"The show before the show 🤩

#SaudiArabianGP 🇸🇦 #F1 https://t.co/PURzpRGOZx","['SaudiArabianGP', 'F1']"
852,esadiya,on-call journalist,London,635,1893,16476,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
853,Kkkrisuuu,F1 fan,"Tampere, Finland",337,228,6879,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
854,10Cam_44,Part of #TeamLH. f1 fan 🇺🇸. I like to debate😁. Lewis Hamilton supremacy. pronouns: she/her. #LetsGetAfterIt #LH44 #PG10 #CL16,,221,151,1121,614,"#SaudiArabianGP 🇸🇦: Felipe Massa is saying that when you slow down you’re supposed to stay on the outside to show that you’re giving back a position but Max stayed in the middle of the track. “It’s a bit strange, so in my view 5s was quite a small penalty”",['SaudiArabianGP']
855,EricoVin,"I usually go crazy on F1 Race Weekends, besides it, there's not much happening around here","Campinas, Brasil",323,18,1352,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
856,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
857,atorh95,,Honduras,111,115,9045,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
858,JakeTheCamper,"""shoulda gone for the cupcake!""",,665,81,39795,201,"“Don’t push me, I’m going to cry,” Esteban Ocon to Sky after losing a podium on the line 🥺 #SaudiArabianGP",['SaudiArabianGP']
859,saucelyyy,🐾UH 🐾,"Houston, TX",378,410,28659,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
860,bhachyyy,"#bitcoin
eternal life, green energy.",the internet,39,80,91,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
861,MrShaunWillett,,,963,479,22148,0,"#SaudiArabianGP British broadcasting sucks!

#F1 #Formula1 #FormulaOne #WeRaceAsOne","['SaudiArabianGP', 'F1', 'Formula1', 'FormulaOne', 'WeRaceAsOne']"
862,AyoOfLagos,AYO. Somtochukwu. PYTHON 🐍- ELECTRICAL ENGINEER.  🔴. GIY Solutions -- #BTC - **Cybersecurity enthusiast.,Bikini Bottoms,2967,3092,8339,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
863,MathysGirardot,"Salut je m’appelle Mathys, pas besoin d’en savoir plus sur moi ! ;) Je suis pas une star mdr","Langres, France",45,6,29,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
864,Alexand59625306,1488,,119,0,245,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
865,Allan_rvlln,,Uranus,118,98,27640,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
866,Packoi21,,,1168,220,11010,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
867,sportfan_03,Alle Info's über #F1 und #F1Esports 🇩🇪,,131,96,13740,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
